inserttime,MonitorAddress,每GURL量
2021-01-25 22:40:06+00:00,广东广州南方基地3.1栋203机房,1140493.0927351126
2021-01-25 22:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 22:46:10+00:00,广东广州南方基地3.1栋203机房,1349186.0386422977
2021-01-25 22:47:33+00:00,广东广州南方基地3.1栋203机房,1357199.4326241135
2021-01-25 22:47:45+00:00,广东广州南方基地3.1栋203机房,1342133.1913104416
2021-01-25 22:50:06+00:00,广东广州南方基地3.1栋203机房,1315711.6419095749
2021-01-25 22:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 22:56:10+00:00,广东广州南方基地3.1栋203机房,1290582.0173680694
2021-01-25 22:57:33+00:00,广东广州南方基地3.1栋203机房,1337593.446447021
2021-01-25 22:57:45+00:00,广东广州南方基地3.1栋203机房,1308121.6826407202
2021-01-25 23:00:06+00:00,广东广州南方基地3.1栋203机房,1310495.6576807874
2021-01-25 23:05:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 23:06:10+00:00,广东广州南方基地3.1栋203机房,1336600.824923212
2021-01-25 23:07:33+00:00,广东广州南方基地3.1栋203机房,1335496.3832682008
2021-01-25 23:07:45+00:00,广东广州南方基地3.1栋203机房,1303135.9597484276
2021-01-25 23:10:06+00:00,广东广州南方基地3.1栋203机房,1337938.2676667983
2021-01-25 23:15:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 23:16:10+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 23:17:33+00:00,广东广州南方基地3.1栋203机房,1318286.3530012772
2021-01-25 23:17:45+00:00,广东广州南方基地3.1栋203机房,1292810.0392156863
2021-01-25 23:20:06+00:00,广东广州南方基地3.1栋203机房,1296314.5876933201
2021-01-25 23:25:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 23:26:10+00:00,广东广州南方基地3.1栋203机房,1288589.9966005667
2021-01-25 23:27:33+00:00,广东广州南方基地3.1栋203机房,1308290.4911955514
2021-01-25 23:27:45+00:00,广东广州南方基地3.1栋203机房,1287628.6151624548
2021-01-25 23:30:06+00:00,广东广州南方基地3.1栋203机房,1306268.4459445206
2021-01-25 23:35:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 23:36:10+00:00,广东广州南方基地3.1栋203机房,1290237.8029679956
2021-01-25 23:37:33+00:00,广东广州南方基地3.1栋203机房,1356597.9852103698
2021-01-25 23:37:45+00:00,广东广州南方基地3.1栋203机房,1338649.3607476635
2021-01-25 23:40:06+00:00,广东广州南方基地3.1栋203机房,1341124.8059479555
2021-01-25 23:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 23:46:10+00:00,广东广州南方基地3.1栋203机房,1299086.862006079
2021-01-25 23:47:33+00:00,广东广州南方基地3.1栋203机房,1353359.8784810128
2021-01-25 23:47:45+00:00,广东广州南方基地3.1栋203机房,1342251.0534433771
2021-01-25 23:50:06+00:00,广东广州南方基地3.1栋203机房,1352678.0320565882
2021-01-25 23:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 23:56:10+00:00,广东广州南方基地3.1栋203机房,1323105.6506285218
2021-01-25 23:57:33+00:00,广东广州南方基地3.1栋203机房,1335553.188097188
2021-01-25 23:57:45+00:00,广东广州南方基地3.1栋203机房,1334100.6341002206
2021-01-26 00:00:06+00:00,广东广州南方基地3.1栋203机房,1343243.5586965056
2021-01-26 00:05:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 00:06:10+00:00,广东广州南方基地3.1栋203机房,1307164.9811320754
2021-01-26 00:07:33+00:00,广东广州南方基地3.1栋203机房,1364416.3285312138
2021-01-26 00:07:45+00:00,广东广州南方基地3.1栋203机房,1303926.2770330652
2021-01-26 00:10:06+00:00,广东广州南方基地3.1栋203机房,1370125.6599967463
2021-01-26 00:15:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 00:16:10+00:00,广东广州南方基地3.1栋203机房,1344480.5369361516
2021-01-26 00:17:33+00:00,广东广州南方基地3.1栋203机房,1340639.8595258999
2021-01-26 00:17:45+00:00,广东广州南方基地3.1栋203机房,1325156.915942029
2021-01-26 00:20:06+00:00,广东广州南方基地3.1栋203机房,1315994.4364574377
2021-01-26 00:25:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 00:26:10+00:00,广东广州南方基地3.1栋203机房,1269053.1516802907
2021-01-26 00:27:33+00:00,广东广州南方基地3.1栋203机房,1329204.2173377878
2021-01-26 00:27:45+00:00,广东广州南方基地3.1栋203机房,1308610.698422916
2021-01-26 00:30:06+00:00,广东广州南方基地3.1栋203机房,1321830.341351661
2021-01-26 00:35:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 00:36:10+00:00,广东广州南方基地3.1栋203机房,1222593.2656068243
2021-01-26 00:37:33+00:00,广东广州南方基地3.1栋203机房,1287694.0662969174
2021-01-26 00:37:45+00:00,广东广州南方基地3.1栋203机房,1301550.8376681614
2021-01-26 00:40:06+00:00,广东广州南方基地3.1栋203机房,1300882.366445916
2021-01-26 00:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 00:46:10+00:00,广东广州南方基地3.1栋203机房,1248432.3352069494
2021-01-26 00:47:33+00:00,广东广州南方基地3.1栋203机房,1291100.3980547977
2021-01-26 00:47:45+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 00:50:06+00:00,广东广州南方基地3.1栋203机房,1274505.244789142
2021-01-26 00:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 00:56:10+00:00,广东广州南方基地3.1栋203机房,1244076.7948511664
2021-01-26 00:57:33+00:00,广东广州南方基地3.1栋203机房,1287566.6317822651
2021-01-26 00:57:45+00:00,广东广州南方基地3.1栋203机房,1227765.8875053672
2021-01-26 01:00:06+00:00,广东广州南方基地3.1栋203机房,1264238.9066547565
2021-01-26 01:05:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 01:06:10+00:00,广东广州南方基地3.1栋203机房,1249469.8974516427
2021-01-26 01:07:33+00:00,广东广州南方基地3.1栋203机房,1262959.4309218486
2021-01-26 01:07:45+00:00,广东广州南方基地3.1栋203机房,1249203.5413333334
2021-01-26 01:10:06+00:00,广东广州南方基地3.1栋203机房,1242613.1344051447
2021-01-26 01:15:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 01:16:10+00:00,广东广州南方基地3.1栋203机房,1234923.1318067273
2021-01-26 01:17:33+00:00,广东广州南方基地3.1栋203机房,1230724.6429284525
2021-01-26 01:17:45+00:00,广东广州南方基地3.1栋203机房,1215009.4561138668
2021-01-26 01:20:06+00:00,广东广州南方基地3.1栋203机房,1237101.2977546372
2021-01-26 01:25:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 01:26:10+00:00,广东广州南方基地3.1栋203机房,1210475.272851763
2021-01-26 01:27:33+00:00,广东广州南方基地3.1栋203机房,1207675.8481168333
2021-01-26 01:27:45+00:00,广东广州南方基地3.1栋203机房,1193886.278172589
2021-01-26 01:30:06+00:00,广东广州南方基地3.1栋203机房,1204820.7682119205
2021-01-26 01:35:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 01:36:10+00:00,广东广州南方基地3.1栋203机房,1196494.2445141065
2021-01-26 01:37:33+00:00,广东广州南方基地3.1栋203机房,1193591.829787234
2021-01-26 01:37:45+00:00,广东广州南方基地3.1栋203机房,1172716.8050513023
2021-01-26 01:40:06+00:00,广东广州南方基地3.1栋203机房,1152263.5151931331
2021-01-26 01:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 01:46:10+00:00,广东广州南方基地3.1栋203机房,1164331.281949279
2021-01-26 01:47:33+00:00,广东广州南方基地3.1栋203机房,1175689.1785494145
2021-01-26 01:47:44+00:00,广东广州南方基地3.1栋203机房,1146769.498313878
2021-01-26 01:50:06+00:00,广东广州南方基地3.1栋203机房,1158562.7917297024
2021-01-26 01:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 01:56:10+00:00,广东广州南方基地3.1栋203机房,1172826.7990392314
2021-01-26 01:57:33+00:00,广东广州南方基地3.1栋203机房,1141242.2877275397
2021-01-26 01:57:44+00:00,广东广州南方基地3.1栋203机房,1168876.4198535394
2021-01-26 02:00:06+00:00,广东广州南方基地3.1栋203机房,1147074.1638201464
2021-01-26 02:05:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 02:06:10+00:00,广东广州南方基地3.1栋203机房,1166518.1623488774
2021-01-26 02:07:33+00:00,广东广州南方基地3.1栋203机房,1159390.141050375
2021-01-26 02:07:44+00:00,广东广州南方基地3.1栋203机房,1126814.5180102915
2021-01-26 02:10:06+00:00,广东广州南方基地3.1栋203机房,1162120.9302325582
2021-01-26 02:15:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 02:16:10+00:00,广东广州南方基地3.1栋203机房,1135323.2162554427
2021-01-26 02:17:33+00:00,广东广州南方基地3.1栋203机房,1157421.2485051423
2021-01-26 02:17:44+00:00,广东广州南方基地3.1栋203机房,1116555.7152542372
2021-01-26 02:20:05+00:00,广东广州南方基地3.1栋203机房,1133002.4090177133
2021-01-26 02:25:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 02:26:10+00:00,广东广州南方基地3.1栋203机房,1120423.3312926772
2021-01-26 02:27:33+00:00,广东广州南方基地3.1栋203机房,1103252.6164542295
2021-01-26 02:27:44+00:00,广东广州南方基地3.1栋203机房,1092027.9198542805
2021-01-26 02:30:05+00:00,广东广州南方基地3.1栋203机房,1119926.3139301485
2021-01-26 02:35:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 02:36:10+00:00,广东广州南方基地3.1栋203机房,1096935.5230596175
2021-01-26 02:37:33+00:00,广东广州南方基地3.1栋203机房,1113764.7587424938
2021-01-26 02:37:44+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 02:40:05+00:00,广东广州南方基地3.1栋203机房,1083082.530557421
2021-01-26 02:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 02:46:10+00:00,广东广州南方基地3.1栋203机房,1062168.651851852
2021-01-26 02:47:33+00:00,广东广州南方基地3.1栋203机房,1087349.7106109324
2021-01-26 02:47:44+00:00,广东广州南方基地3.1栋203机房,1085101.8321646687
2021-01-26 02:50:05+00:00,广东广州南方基地3.1栋203机房,1081663.7918022121
2021-01-26 02:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 02:56:10+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 02:57:33+00:00,广东广州南方基地3.1栋203机房,1079604.1061946903
2021-01-26 02:57:44+00:00,广东广州南方基地3.1栋203机房,1055266.3008588958
2021-01-26 03:00:05+00:00,广东广州南方基地3.1栋203机房,1077397.7262680647
2021-01-26 03:05:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 03:06:09+00:00,广东广州南方基地3.1栋203机房,1073274.7922912205
2021-01-26 03:07:33+00:00,广东广州南方基地3.1栋203机房,1068090.4416873448
2021-01-26 03:07:44+00:00,广东广州南方基地3.1栋203机房,1049632.4997481108
2021-01-26 03:10:05+00:00,广东广州南方基地3.1栋203机房,1061797.3125187631
2021-01-26 03:15:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 03:16:09+00:00,广东广州南方基地3.1栋203机房,1066199.12605042
2021-01-26 03:17:33+00:00,广东广州南方基地3.1栋203机房,1045598.9703470032
2021-01-26 03:17:44+00:00,广东广州南方基地3.1栋203机房,983937.7534246575
2021-01-26 03:20:05+00:00,广东广州南方基地3.1栋203机房,1029184.6673224474
2021-01-26 03:25:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 03:26:09+00:00,广东广州南方基地3.1栋203机房,1035928.701754386
2021-01-26 03:27:32+00:00,广东广州南方基地3.1栋203机房,1050327.797613365
2021-01-26 03:27:44+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 03:30:05+00:00,广东广州南方基地3.1栋203机房,1044487.9844054581
2021-01-26 03:35:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 03:36:09+00:00,广东广州南方基地3.1栋203机房,1057741.441058351
2021-01-26 03:37:32+00:00,广东广州南方基地3.1栋203机房,1028491.7827329903
2021-01-26 03:37:44+00:00,广东广州南方基地3.1栋203机房,1041102.1867426942
2021-01-26 03:40:05+00:00,广东广州南方基地3.1栋203机房,1036155.7927154279
2021-01-26 03:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 03:46:09+00:00,广东广州南方基地3.1栋203机房,1063614.2477183833
2021-01-26 03:47:32+00:00,广东广州南方基地3.1栋203机房,1053148.6944671574
2021-01-26 03:47:44+00:00,广东广州南方基地3.1栋203机房,1044675.5313081215
2021-01-26 03:50:05+00:00,广东广州南方基地3.1栋203机房,1057532.0642295866
2021-01-26 03:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 03:56:09+00:00,广东广州南方基地3.1栋203机房,1085114.151216305
2021-01-26 03:57:32+00:00,广东广州南方基地3.1栋203机房,1076432.5614955723
2021-01-26 03:57:44+00:00,广东广州南方基地3.1栋203机房,1041858.66495836
2021-01-26 04:00:05+00:00,广东广州南方基地3.1栋203机房,1048845.9732234809
2021-01-26 04:05:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 04:06:09+00:00,广东广州南方基地3.1栋203机房,1051542.26874116
2021-01-26 04:07:32+00:00,广东广州南方基地3.1栋203机房,1058338.4511214558
2021-01-26 04:07:44+00:00,广东广州南方基地3.1栋203机房,1041180.3397730758
2021-01-26 04:10:05+00:00,广东广州南方基地3.1栋203机房,1052035.5051138238
2021-01-26 04:15:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 04:16:09+00:00,广东广州南方基地3.1栋203机房,977927.2624113475
2021-01-26 04:17:32+00:00,广东广州南方基地3.1栋203机房,1033514.9316770186
2021-01-26 04:17:44+00:00,广东广州南方基地3.1栋203机房,996035.0699663917
2021-01-26 04:20:05+00:00,广东广州南方基地3.1栋203机房,1017462.2674634247
2021-01-26 04:25:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 04:26:09+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 04:27:32+00:00,广东广州南方基地3.1栋203机房,1027237.4570614571
2021-01-26 04:27:44+00:00,广东广州南方基地3.1栋203机房,1005725.5384615385
2021-01-26 04:30:05+00:00,广东广州南方基地3.1栋203机房,1008041.5327373762
2021-01-26 04:35:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 04:36:09+00:00,广东广州南方基地3.1栋203机房,1014192.344662518
2021-01-26 04:37:32+00:00,广东广州南方基地3.1栋203机房,1033455.468338558
2021-01-26 04:37:44+00:00,广东广州南方基地3.1栋203机房,1047283.0579531443
2021-01-26 04:40:05+00:00,广东广州南方基地3.1栋203机房,1008567.5460033808
2021-01-26 04:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 04:46:09+00:00,广东广州南方基地3.1栋203机房,1025245.5080346107
2021-01-26 04:47:32+00:00,广东广州南方基地3.1栋203机房,1034663.6894348895
2021-01-26 04:47:44+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 04:50:05+00:00,广东广州南方基地3.1栋203机房,1033631.9239904988
2021-01-26 04:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 04:56:09+00:00,广东广州南方基地3.1栋203机房,1004911.3242117787
2021-01-26 04:57:32+00:00,广东广州南方基地3.1栋203机房,1059642.7651715039
2021-01-26 04:57:44+00:00,广东广州南方基地3.1栋203机房,1022533.5782567947
2021-01-26 05:00:05+00:00,广东广州南方基地3.1栋203机房,1033484.9565843128
2021-01-26 05:05:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 05:06:09+00:00,广东广州南方基地3.1栋203机房,1015220.6412522091
2021-01-26 05:07:32+00:00,广东广州南方基地3.1栋203机房,1040629.2322849564
2021-01-26 05:07:44+00:00,广东广州南方基地3.1栋203机房,1026500.7157894737
2021-01-26 05:10:05+00:00,广东广州南方基地3.1栋203机房,1035902.7220178666
2021-01-26 05:15:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 05:16:09+00:00,广东广州南方基地3.1栋203机房,1009995.0170827858
2021-01-26 05:17:32+00:00,广东广州南方基地3.1栋203机房,1036613.6356506239
2021-01-26 05:17:44+00:00,广东广州南方基地3.1栋203机房,1030236.236117184
2021-01-26 05:20:05+00:00,广东广州南方基地3.1栋203机房,1023820.4114671163
2021-01-26 05:25:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 05:26:09+00:00,广东广州南方基地3.1栋203机房,997892.9495166488
2021-01-26 05:27:32+00:00,广东广州南方基地3.1栋203机房,995470.3634558093
2021-01-26 05:27:44+00:00,广东广州南方基地3.1栋203机房,975568.7957153787
2021-01-26 05:30:05+00:00,广东广州南方基地3.1栋203机房,1012783.8988621997
2021-01-26 05:35:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 05:36:09+00:00,广东广州南方基地3.1栋203机房,986506.6397984887
2021-01-26 05:37:32+00:00,广东广州南方基地3.1栋203机房,1022622.8171006107
2021-01-26 05:37:44+00:00,广东广州南方基地3.1栋203机房,993351.3054208902
2021-01-26 05:40:05+00:00,广东广州南方基地3.1栋203机房,1035340.1178120617
2021-01-26 05:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 05:46:09+00:00,广东广州南方基地3.1栋203机房,1017611.743119266
2021-01-26 05:47:32+00:00,广东广州南方基地3.1栋203机房,1054299.6681222708
2021-01-26 05:47:44+00:00,广东广州南方基地3.1栋203机房,988202.61083486
2021-01-26 05:50:05+00:00,广东广州南方基地3.1栋203机房,1076010.710159701
2021-01-26 05:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 05:56:09+00:00,广东广州南方基地3.1栋203机房,1021398.0169651272
2021-01-26 05:57:32+00:00,广东广州南方基地3.1栋203机房,1111025.0308608555
2021-01-26 05:57:44+00:00,广东广州南方基地3.1栋203机房,1040820.8641494745
2021-01-26 06:00:05+00:00,广东广州南方基地3.1栋203机房,1076643.5799588196
2021-01-26 06:05:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 06:06:09+00:00,广东广州南方基地3.1栋203机房,1075790.2270367863
2021-01-26 06:07:32+00:00,广东广州南方基地3.1栋203机房,1065040.3925417075
2021-01-26 06:07:44+00:00,广东广州南方基地3.1栋203机房,1078105.5047821465
2021-01-26 06:10:05+00:00,广东广州南方基地3.1栋203机房,1101925.5537190083
2021-01-26 06:15:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 06:16:09+00:00,广东广州南方基地3.1栋203机房,1069774.493771697
2021-01-26 06:17:32+00:00,广东广州南方基地3.1栋203机房,1094273.6584216726
2021-01-26 06:17:44+00:00,广东广州南方基地3.1栋203机房,1064335.5963499732
2021-01-26 06:20:05+00:00,广东广州南方基地3.1栋203机房,1097280.7817825365
2021-01-26 06:25:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 06:26:09+00:00,广东广州南方基地3.1栋203机房,1079294.3784639747
2021-01-26 06:27:32+00:00,广东广州南方基地3.1栋203机房,773409.727861771
2021-01-26 06:27:44+00:00,广东广州南方基地3.1栋203机房,1072773.9076923076
2021-01-26 06:30:05+00:00,广东广州南方基地3.1栋203机房,1092311.6622039136
2021-01-26 06:35:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 06:36:09+00:00,广东广州南方基地3.1栋203机房,1098358.6928999145
2021-01-26 06:37:32+00:00,广东广州南方基地3.1栋203机房,1081298.7528307098
2021-01-26 06:37:44+00:00,广东广州南方基地3.1栋203机房,1114372.6380910296
2021-01-26 06:40:05+00:00,广东广州南方基地3.1栋203机房,1105741.9809378574
2021-01-26 06:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 06:46:09+00:00,广东广州南方基地3.1栋203机房,1120549.2639053254
2021-01-26 06:47:32+00:00,广东广州南方基地3.1栋203机房,1135430.3795672224
2021-01-26 06:47:44+00:00,广东广州南方基地3.1栋203机房,1129007.7480823577
2021-01-26 06:50:05+00:00,广东广州南方基地3.1栋203机房,1128879.803340687
2021-01-26 06:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 06:56:09+00:00,广东广州南方基地3.1栋203机房,1147636.5583562804
2021-01-26 06:57:32+00:00,广东广州南方基地3.1栋203机房,1164765.188559685
2021-01-26 06:57:44+00:00,广东广州南方基地3.1栋203机房,1093254.1178214154
2021-01-26 07:00:05+00:00,广东广州南方基地3.1栋203机房,1190063.3625357694
2021-01-26 07:05:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 07:06:09+00:00,广东广州南方基地3.1栋203机房,1252795.8300283286
2021-01-26 07:07:32+00:00,广东广州南方基地3.1栋203机房,1230124.2218700475
2021-01-26 07:07:44+00:00,广东广州南方基地3.1栋203机房,1202319.8092153687
2021-01-26 07:10:05+00:00,广东广州南方基地3.1栋203机房,1241714.4470588234
2021-01-26 07:15:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 07:16:09+00:00,广东广州南方基地3.1栋203机房,1243946.6525339517
2021-01-26 07:17:32+00:00,广东广州南方基地3.1栋203机房,1272438.2737932084
2021-01-26 07:17:43+00:00,广东广州南方基地3.1栋203机房,1212335.6206050694
2021-01-26 07:20:05+00:00,广东广州南方基地3.1栋203机房,1288095.3739930955
2021-01-26 07:25:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 07:26:09+00:00,广东广州南方基地3.1栋203机房,1281733.9402744148
2021-01-26 07:27:32+00:00,广东广州南方基地3.1栋203机房,1287413.3784928026
2021-01-26 07:27:43+00:00,广东广州南方基地3.1栋203机房,1271183.4413924941
2021-01-26 07:30:05+00:00,广东广州南方基地3.1栋203机房,1291079.067994803
2021-01-26 07:35:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 07:36:09+00:00,广东广州南方基地3.1栋203机房,1273773.5302013422
2021-01-26 07:37:32+00:00,广东广州南方基地3.1栋203机房,1294612.4571792423
2021-01-26 07:37:43+00:00,广东广州南方基地3.1栋203机房,1275926.9632333769
2021-01-26 07:40:05+00:00,广东广州南方基地3.1栋203机房,1287712.492573589
2021-01-26 07:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 07:46:09+00:00,广东广州南方基地3.1栋203机房,1276308.3543223052
2021-01-26 07:47:32+00:00,广东广州南方基地3.1栋203机房,1290957.4811529934
2021-01-26 07:47:43+00:00,广东广州南方基地3.1栋203机房,1294047.9862798343
2021-01-26 07:50:05+00:00,广东广州南方基地3.1栋203机房,1316528.618854071
2021-01-26 07:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 07:56:09+00:00,广东广州南方基地3.1栋203机房,1284552.833153153
2021-01-26 07:57:32+00:00,广东广州南方基地3.1栋203机房,1345371.7268534144
2021-01-26 07:57:43+00:00,广东广州南方基地3.1栋203机房,1340359.5673997414
2021-01-26 08:00:04+00:00,广东广州南方基地3.1栋203机房,1370133.5102266446
2021-01-26 08:05:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 08:06:09+00:00,广东广州南方基地3.1栋203机房,1314290.0544747082
2021-01-26 08:07:32+00:00,广东广州南方基地3.1栋203机房,1364657.9767415083
2021-01-26 08:07:43+00:00,广东广州南方基地3.1栋203机房,1332075.9266802445
2021-01-26 08:10:04+00:00,广东广州南方基地3.1栋203机房,1373072.646819179
2021-01-26 08:15:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 08:16:09+00:00,广东广州南方基地3.1栋203机房,1350173.110367893
2021-01-26 08:17:32+00:00,广东广州南方基地3.1栋203机房,1369989.6473311153
2021-01-26 08:17:43+00:00,广东广州南方基地3.1栋203机房,1346361.9034830045
2021-01-26 08:20:04+00:00,广东广州南方基地3.1栋203机房,1365767.743939061
2021-01-26 08:25:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 08:26:09+00:00,广东广州南方基地3.1栋203机房,1330752.0301270988
2021-01-26 08:27:32+00:00,广东广州南方基地3.1栋203机房,1339814.9442297074
2021-01-26 08:27:43+00:00,广东广州南方基地3.1栋203机房,1321105.873998701
2021-01-26 08:30:04+00:00,广东广州南方基地3.1栋203机房,1345870.4336966875
2021-01-26 08:35:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 08:36:09+00:00,广东广州南方基地3.1栋203机房,1329619.640141284
2021-01-26 08:37:32+00:00,广东广州南方基地3.1栋203机房,1313686.1999629012
2021-01-26 08:37:43+00:00,广东广州南方基地3.1栋203机房,1283291.646370264
2021-01-26 08:40:04+00:00,广东广州南方基地3.1栋203机房,1331987.1484464903
2021-01-26 08:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 08:46:08+00:00,广东广州南方基地3.1栋203机房,1318867.7189189189
2021-01-26 08:47:32+00:00,广东广州南方基地3.1栋203机房,1333816.0450904777
2021-01-26 08:47:43+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 08:50:04+00:00,广东广州南方基地3.1栋203机房,1336422.7666012242
2021-01-26 08:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 08:56:08+00:00,广东广州南方基地3.1栋203机房,1321501.729032258
2021-01-26 08:57:32+00:00,广东广州南方基地3.1栋203机房,1331439.1275273522
2021-01-26 08:57:43+00:00,广东广州南方基地3.1栋203机房,1311548.2590837283
2021-01-26 09:00:04+00:00,广东广州南方基地3.1栋203机房,1338732.799079534
2021-01-26 09:05:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 09:06:08+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 09:07:32+00:00,广东广州南方基地3.1栋203机房,1335534.0056232428
2021-01-26 09:07:43+00:00,广东广州南方基地3.1栋203机房,1296029.2013061512
2021-01-26 09:10:04+00:00,广东广州南方基地3.1栋203机房,1351151.6966547105
2021-01-26 09:15:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 09:16:08+00:00,广东广州南方基地3.1栋203机房,1309120.1673931996
2021-01-26 09:17:31+00:00,广东广州南方基地3.1栋203机房,1333985.7465590888
2021-01-26 09:17:43+00:00,广东广州南方基地3.1栋203机房,1321833.671244562
2021-01-26 09:20:04+00:00,广东广州南方基地3.1栋203机房,1309066.730656822
2021-01-26 09:25:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 09:26:08+00:00,广东广州南方基地3.1栋203机房,1316831.8779143705
2021-01-26 09:27:31+00:00,广东广州南方基地3.1栋203机房,1311610.3992007992
2021-01-26 09:27:43+00:00,广东广州南方基地3.1栋203机房,1300571.84208509
2021-01-26 09:30:04+00:00,广东广州南方基地3.1栋203机房,1333080.124942242
2021-01-26 09:35:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 09:36:08+00:00,广东广州南方基地3.1栋203机房,1291161.2921563268
2021-01-26 09:37:31+00:00,广东广州南方基地3.1栋203机房,1296328.4947880472
2021-01-26 09:37:43+00:00,广东广州南方基地3.1栋203机房,1302959.0369019222
2021-01-26 09:40:04+00:00,广东广州南方基地3.1栋203机房,1310190.9990827371
2021-01-26 09:45:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 09:46:08+00:00,广东广州南方基地3.1栋203机房,1274923.025210084
2021-01-26 09:47:31+00:00,广东广州南方基地3.1栋203机房,1307924.09556314
2021-01-26 09:47:43+00:00,广东广州南方基地3.1栋203机房,1285360.4758323648
2021-01-26 09:50:04+00:00,广东广州南方基地3.1栋203机房,1280971.576791809
2021-01-26 09:55:16+00:00,广东广州南方基地3.1栋203机房,
2021-01-26 09:56:08+00:00,广东广州南方基地3.1栋203机房,1256814.9624573379
2021-01-26 09:57:31+00:00,广东广州南方基地3.1栋203机房,1306976.613627091
2021-01-26 09:57:43+00:00,广东广州南方基地3.1栋203机房,1281493.63773826
2021-01-26 10:00:04+00:00,广东广州南方基地3.1栋203机房,1298345.670789061
